OTUId,341F-785R-Margo100,341F-785R-Margo101,341F-785R-Margo102,341F-785R-Margo103,341F-785R-Margo104,341F-785R-Margo105,341F-785R-Margo106,341F-785R-Margo107,341F-785R-Margo10,341F-785R-Margo11,341F-785R-Margo12,341F-785R-Margo13,341F-785R-Margo14,341F-785R-Margo15,341F-785R-Margo16,341F-785R-Margo17,341F-785R-Margo18,341F-785R-Margo19,341F-785R-Margo1,341F-785R-Margo20,341F-785R-Margo21,341F-785R-Margo22,341F-785R-Margo23,341F-785R-Margo24,341F-785R-Margo25,341F-785R-Margo26,341F-785R-Margo27,341F-785R-Margo28,341F-785R-Margo29,341F-785R-Margo2,341F-785R-Margo30,341F-785R-Margo31,341F-785R-Margo32,341F-785R-Margo33,341F-785R-Margo34,341F-785R-Margo35,341F-785R-Margo36,341F-785R-Margo37,341F-785R-Margo38,341F-785R-Margo39,341F-785R-Margo3,341F-785R-Margo40,341F-785R-Margo41,341F-785R-Margo42,341F-785R-Margo43,341F-785R-Margo44,341F-785R-Margo45,341F-785R-Margo46,341F-785R-Margo47,341F-785R-Margo48,341F-785R-Margo49,341F-785R-Margo4,341F-785R-Margo50,341F-785R-Margo51,341F-785R-Margo52,341F-785R-Margo53,341F-785R-Margo54,341F-785R-Margo55,341F-785R-Margo56,341F-785R-Margo57,341F-785R-Margo58,341F-785R-Margo59,341F-785R-Margo5,341F-785R-Margo60,341F-785R-Margo61,341F-785R-Margo62,341F-785R-Margo63,341F-785R-Margo64,341F-785R-Margo65,341F-785R-Margo66,341F-785R-Margo67,341F-785R-Margo68,341F-785R-Margo69,341F-785R-Margo6,341F-785R-Margo70,341F-785R-Margo71,341F-785R-Margo72,341F-785R-Margo73,341F-785R-Margo74,341F-785R-Margo75,341F-785R-Margo76,341F-785R-Margo77,341F-785R-Margo78,341F-785R-Margo79,341F-785R-Margo7,341F-785R-Margo80,341F-785R-Margo81,341F-785R-Margo82,341F-785R-Margo83,341F-785R-Margo84,341F-785R-Margo85,341F-785R-Margo86,341F-785R-Margo87,341F-785R-Margo88,341F-785R-Margo89,341F-785R-Margo8,341F-785R-Margo90,341F-785R-Margo91,341F-785R-Margo92,341F-785R-Margo93,341F-785R-Margo94,341F-785R-Margo95,341F-785R-Margo96,341F-785R-Margo97,341F-785R-Margo98,341F-785R-Margo99,341F-785R-Margo9
OTU_461,2,0,0,0,14,34,0,265,18,158,25,55,292,12,0,0,0,0,40,360,0,106,0,23,0,0,19,1,0,0,0,4,0,0,0,0,0,35,9,0,0,0,0,4,11,0,0,0,0,195,48,0,0,0,275,0,0,0,0,0,0,84,0,0,18,187,0,5,52,0,1058,279,0,0,0,0,237,0,0,23,14,1,8,38,0,4,1270,0,0,35,30,0,1,4,0,145,8,0,35,10,281,2,0,99,10,0,0
OTU_27,21,231,80,0,280,27,873,7,399,889,67,410,581,138,13,110,492,2294,92,100,15,168,226,224,47,29,82,2,178,467,247,338,23,315,139,44,48,592,0,4,624,34,19,269,2,1093,93,2,7,7,21,213,3,274,782,2167,10,254,318,35,397,530,24,107,2,171,299,287,235,86,1,510,15,317,386,654,144,226,1020,246,25,85,17,1,560,89,42,76,0,42,318,27,149,24,115,582,1150,228,182,0,82,782,269,700,266,1,119
OTU_483,8,0,0,0,2,0,0,5,8,0,0,0,0,6,4,2,1,0,2,34,0,12,3,100,0,0,7,0,4,1,0,0,0,1,1,0,0,1,0,32,3,0,0,1,1,0,0,0,6,5,5,0,0,1,1,0,0,4,0,0,1,0,0,0,0,0,4,0,1,2,0,0,0,0,0,2,23,2,13,0,0,11,8,1,0,0,6,0,0,6,16,0,11,2,0,5,2,0,3,0,2,25,25,5,2,0,0
OTU_77,69,0,6,0,25,4,6,97,53,101,24,7,4,86,7,271,0,3,16,0,42,15,8,115,5,1,1,0,52,32,11,0,15,65,12,2,1,81,7,0,483,0,0,0,3,1,0,0,18,193,25,84,1,3,132,8,67,1,2,43,119,713,52,1,44,36,44,1,28,53,4,6,48,22,33,0,20,7,4,100,201,0,111,2,51,36,340,0,7,6,53,0,28,22,6,10,22,3,6,0,61,21,1,87,562,1,2
OTU_11,207,260,190,109,345,2346,288,57,1122,284,2884,912,1659,516,1134,765,468,0,161,1409,246,850,0,374,370,228,1223,241,266,169,1112,52,0,0,333,685,188,274,1525,1511,248,47,251,1024,229,0,1,0,137,900,827,374,694,1668,550,2262,1139,1073,800,4221,224,676,455,1974,1531,5263,369,1423,448,903,796,1870,1003,0,752,281,2338,325,942,711,116,602,117,313,0,1062,849,762,2,98,2128,1266,0,826,384,187,325,1454,2076,117,4881,172,6135,103,936,1227,577
OTU_139,8,0,1408,0,0,0,0,0,7,0,0,0,5,0,0,60,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,7,0,0,0,0,0,0,53,0,19,2,1,0,1,0,0,0,0,0,0,0,0,2,0,90,0,4,3,0,0,0,0,3,0,0,9,5,26,0,0,0,18,0,28,0
OTU_1001,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
OTU_229,151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,22,0,0,0,47,367,0,0,0,0,8,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,1,31,85,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_986,11,13,10,93,320,2048,235,3,925,14,2209,57,90,24,69,33,392,0,10,92,13,61,0,27,19,9,79,15,13,125,60,56,0,0,17,17,87,11,101,1040,16,3,14,74,8,1,0,0,103,836,702,24,49,119,31,104,53,119,262,286,12,625,25,132,108,2656,16,88,28,796,48,121,71,0,50,9,134,241,61,57,3,36,2,19,0,61,39,31,0,99,116,1042,0,773,28,11,10,87,139,23,208,15,250,6,51,892,32
OTU_159,20,4,13,57,1,32,64,8,54,2,84,41,9,10,1,47,4,1,28,40,18,37,28,27,0,8,89,5,9,42,31,4,8,280,6,14,2,3,12,56,9,83,3,3,8,125,2,1,44,239,23,3,1,6,23,82,169,29,38,59,16,3,41,118,30,162,2,6,28,74,38,16,23,3,18,5,380,5,84,91,7,49,18,53,0,29,50,24,2,32,246,29,40,34,31,157,3,29,71,185,265,14,110,44,4,109,8
OTU_103,8,1255,13,0,91,37,19,2,38,128,20,12,38,31,8,29,61,146,5,30,4,14,50,87,2,6,7,0,37,49,49,10,11,32,6,46,3,108,0,34,65,16,5,14,0,24,27,0,6,4,0,17,0,48,39,81,2,16,9,25,15,74,14,18,24,83,3,21,19,0,0,9,0,85,11,24,91,46,57,15,3,3,2,1,7,51,9,8,0,6,14,43,6,22,7,44,16,18,170,0,14,18,21,29,40,2,27
OTU_750,3,1,0,2,0,2,0,0,3,0,2,0,1,0,0,7,0,0,2,0,1,1,1,4,2,0,0,3,2,1,2,0,1,10,0,1,2,3,0,2,0,3,0,1,0,2,1,0,6,7,11,0,0,2,1,5,8,2,0,8,12,2,1,4,1,9,0,1,4,105,12,8,0,1,1,0,12,7,2,4,0,2,6,1,0,2,7,2,0,0,2,5,0,9,6,4,0,6,1,8,42,1,11,8,0,1,0
OTU_88,74,0,12,1,26,12,11,82,49,72,18,2,4,100,5,242,0,5,7,2,46,13,4,97,0,0,1,2,33,18,7,4,14,50,11,0,1,94,9,0,345,0,0,0,2,0,0,0,13,154,18,66,1,0,110,5,80,1,3,26,103,492,47,0,26,34,48,0,33,42,3,10,33,23,27,3,19,7,1,73,176,0,90,3,30,46,280,0,2,3,40,0,24,17,8,9,28,2,4,1,51,24,2,66,587,10,3
OTU_36,23,0,8,0,17,1,2,39,20,24,25,36,173,1,0,149,6,3,20,89,46,47,119,19,5,28,60,4,0,9,1,18,3,1,24,0,0,11,140,0,0,0,116,126,8,2,0,0,8,3,10,0,152,20,74,70,257,35,89,86,234,5,17,8,228,0,7,35,96,0,45,9,172,3,7,15,321,39,1137,299,1,230,110,14,2,3,13,211,5,1,814,101,0,2,16,84,27,9,25,71,218,5,66,0,19,11,153
OTU_149,9,0,1032,0,0,0,0,0,4,0,0,0,3,0,0,33,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,5,0,0,0,1,0,0,44,0,14,1,0,0,0,0,0,0,0,0,0,0,0,3,0,65,0,2,4,0,0,0,0,5,0,0,5,7,26,0,0,0,15,0,19,0
OTU_66,28,15,107,17,5,29,0,15,15,9,9,44,57,8,0,36,5,14,5,126,4,39,147,15,140,68,104,13,0,49,42,11,2,51,12,0,3,3,2,1,0,0,25,14,2,35,0,0,5,50,14,4,46,36,6,41,16,210,10,225,212,9,6,185,64,19,4,27,54,1,20,20,61,23,38,112,144,96,608,358,11,93,216,113,7,64,53,163,6,13,586,105,23,18,37,14,15,129,6,22,125,7,230,1,24,30,6
OTU_180,5,12,24,213,25,70,8,39,50,20,31,30,38,4,13,14,9,5,204,13,13,34,11,82,23,19,134,3,9,158,13,2,36,210,4,98,3,4,70,32,11,24,11,12,44,41,175,1,47,206,35,13,24,33,33,47,138,120,77,190,95,35,21,73,49,101,1,17,107,60,298,511,79,3,83,5,214,57,21,97,18,119,42,321,0,35,40,100,6,250,107,218,95,578,24,31,8,191,123,803,639,20,195,29,3,89,16
OTU_561,27,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
OTU_1037,5,17,0,0,6,0,3,2,1,1,0,0,7,1,0,2,5,0,12,5,1,0,7,63,0,0,0,0,0,0,2,2,0,0,0,0,0,8,0,1,0,0,2,1,1,5,0,0,1,0,0,1,1,4,2,3,3,0,0,0,2,0,1,2,5,0,3,0,0,2,0,0,2,0,2,0,7,3,1,0,0,3,7,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,1,1,0,5,3,0
OTU_631,7,0,0,0,0,0,0,3,4,0,0,7,23,0,0,5,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,4,0,0,0,0,0,0,0,0,0,1,7,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0
OTU_143,24,1,0,51,1,30,4,10,44,9,74,15,1,11,0,38,1,9,32,32,1,4,0,7,2,1,44,1,0,33,2,1,1,212,0,0,1,0,3,35,4,55,0,2,2,134,2,0,43,148,6,0,3,6,20,21,18,10,2,52,5,0,8,104,0,34,0,7,1,60,2,12,4,0,0,0,290,0,56,69,0,39,17,5,0,22,16,5,0,44,206,3,7,17,2,105,2,10,3,72,17,6,89,29,0,103,3
OTU_399,1,10,3,0,1,2,7,0,0,0,0,5,0,0,0,0,1,0,0,0,0,6,1,2,0,2,0,0,0,1,0,2,1,1,0,0,0,0,0,2,1,0,0,0,0,2,2,0,0,0,0,0,0,8,0,0,1,0,0,0,2,0,0,12,10,2,0,5,8,23,0,0,0,3,5,3,11,1,0,0,0,5,0,1,0,8,0,4,0,6,22,46,7,3,1,0,1,3,8,0,22,0,0,0,3,4,0
OTU_209,5,1,10,0,49,6,30,6,15,12,32,40,25,57,0,28,8,47,6,16,38,4,9,93,7,0,7,1,41,17,140,0,1,12,16,6,26,11,0,0,105,0,2,16,0,40,86,0,7,0,1,13,0,5,25,92,2,54,35,14,15,68,3,14,0,6,47,20,0,6,0,6,18,17,10,114,4,134,14,3,6,1,1,1,1,7,6,6,0,3,0,22,0,0,7,36,55,22,13,0,7,15,18,70,17,0,9
OTU_531,1,0,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,128,0,0,0,0,0,3,2,17,0,0,0,2,1,4,0,2,1,0,0,0,0,0,1,1,0,2,1,0,0,17,1,2,0,0,0,1,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,3,0,8,1
OTU_30,39,59,15,112,66,100,0,19,1,45,101,14,178,57,53,81,38,11,146,41,132,49,914,24,15,152,401,46,7,188,116,72,63,103,59,28,16,24,541,69,0,61,221,83,29,30,0,1,125,112,82,23,500,126,88,274,392,170,430,363,273,5,27,265,584,61,20,137,214,29,81,117,241,13,142,62,461,9,680,261,21,238,113,129,9,50,119,289,121,7,164,109,8,62,105,68,59,230,82,197,2034,72,314,163,82,86,80
OTU_7,102,13,151,14,501,301,567,94,67,154,351,68,24,4,29,396,113,217,10,290,72,12,4,62,10,29,46,1,12,199,59,49,119,286,428,20,14,121,57,93,168,345,366,243,17,163,95,0,310,321,2,51,102,53,113,329,21,125,244,276,25,184,83,51,486,379,54,426,524,76,31,204,42,206,27,3,147,239,892,153,26,201,101,2,19,31,518,653,2,12,68,179,152,143,29,205,7,549,247,2,313,9,83,64,45,274,301
OTU_69,2,10,19,33,4,36,24,0,14,3,0,11,32,1,0,12,11,0,65,0,3,118,6,3,17,4,30,0,0,16,19,2,25,33,1,69,6,3,32,27,2,45,0,5,2,66,80,0,15,20,45,5,8,11,9,20,105,45,7,60,59,1,3,39,111,24,1,18,39,1,17,81,5,11,25,11,15,3,17,33,4,16,33,55,0,27,25,63,4,9,509,133,16,81,12,23,2,138,14,110,512,24,410,9,1,105,1
OTU_95,72,0,84,10,52,1,39,0,346,7,61,3,5,1,3,161,0,0,4,41,13,6,0,0,0,1,2,0,0,271,110,0,0,162,0,0,1,69,19,0,0,0,0,6,0,0,52,1,138,60,69,31,0,122,213,0,10,9,32,10,11,35,179,21,0,3,6,1,104,88,19,12,58,1,12,0,63,1,160,22,207,0,145,2,0,6,222,0,0,11,0,9,17,78,116,769,437,0,170,4,64,8,1,211,188,57,0
OTU_241,11,58,2,0,15,0,4,0,30,47,2,16,0,1,0,36,0,160,4,11,3,13,3,1,3,2,0,0,3,0,61,0,0,35,8,1,0,112,1,0,13,0,0,15,0,3,5,0,0,2,1,4,2,17,60,2,1,49,4,0,56,37,0,0,0,0,0,2,2,0,0,0,1,34,0,0,21,5,17,6,0,0,1,0,0,5,1,0,0,1,4,1,2,2,3,8,3,2,0,0,0,2,9,35,5,0,0
OTU_87,55,1,0,1098,4,0,0,73,0,0,132,42,0,0,196,8,328,0,2,0,0,0,9,0,90,0,201,147,4,54,16,21,0,3,97,95,8,49,1,364,0,3,25,0,199,0,0,0,158,0,1220,0,157,0,26,272,0,0,0,0,339,33,0,0,0,0,0,7,1,394,54,33,0,4,0,264,0,43,0,51,0,1,192,0,0,0,886,227,0,0,1,0,70,0,17,0,156,0,779,886,0,3,632,0,323,0,37
OTU_9,93,15,1249,0,0,0,1,472,715,248,10,5,378,276,566,64,0,0,222,439,0,325,432,522,11,1204,1072,0,488,5,1,250,0,5,0,0,0,27,605,1318,0,0,80,957,122,807,0,0,77,1519,926,114,214,0,0,1,208,11,9,187,3964,111,2,662,4,11,63,0,121,36,16,0,12,3,218,0,228,883,0,1,760,0,993,267,18,980,179,0,17,0,126,3113,397,19,1318,58,579,376,136,62,2,0,0,656,364,947,12
OTU_58,36,0,24,0,45,61,65,25,298,318,1,64,12,28,231,70,537,0,2,25,6,9,1,0,48,8,70,0,0,17,156,0,0,0,3,2,3,0,149,0,0,0,0,0,18,3,0,0,31,117,186,132,25,145,0,0,43,0,0,8,196,269,4,0,17,590,1,0,209,17,70,212,0,1,89,19,935,2,551,79,232,264,1336,95,0,43,84,6,1,85,0,0,0,113,262,440,31,57,1073,47,99,18,13,7,208,85,27
OTU_613,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,33,42,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,21,0,0
OTU_358,11,0,0,1,2,6,0,10,12,1,0,2,0,0,1,0,0,0,87,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,10,0,0,0,10,4,3,0,0,30,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,7,2,0,0,0,0,0,403,1,12,0,20,0,0,34,89,0,0,4,0,0,0,30,0,31,0,0,11,13,0,0,0,17,2,0,0
OTU_52,20,0,0,0,454,12,0,685,17,0,0,12,0,0,274,32,0,0,3,0,0,40,0,212,0,611,0,0,0,0,0,0,0,0,0,0,1,0,66,0,0,0,48,97,82,0,0,0,1,148,4159,0,0,0,0,0,0,0,0,0,58,4,0,1296,0,0,0,34,0,0,245,0,0,0,0,3,38,0,0,0,0,865,33,0,0,396,50,0,0,144,0,47,0,15,26,0,5,0,229,3,18,0,0,3,0,0,5
OTU_343,12,555,5,2,56,59,63,4,159,97,45,76,207,30,26,34,115,189,5,118,36,118,7,31,3,47,4,0,21,24,257,78,72,47,0,41,2,48,0,26,338,2,1,10,0,632,5,0,20,8,2,21,0,47,62,348,3,283,91,238,27,85,77,38,0,407,76,97,96,14,0,130,12,358,38,22,12,15,112,69,3,7,0,1,648,56,4,92,0,0,33,20,104,5,5,48,136,82,15,0,2,2,163,32,64,4,58
OTU_179,21,0,52,121,14,114,33,9,22,12,26,44,19,6,2,30,19,8,38,0,19,35,5,16,12,23,45,37,2,92,39,10,14,45,16,17,7,22,74,32,27,56,42,39,10,40,30,0,93,89,245,12,50,24,38,83,160,44,141,122,69,11,81,71,84,83,4,58,112,86,92,93,47,11,33,9,60,7,47,60,14,467,150,102,35,32,56,87,7,82,189,284,24,69,72,23,24,181,60,407,273,33,269,24,14,83,42
OTU_219,14,46,5,2,426,174,79,8,134,91,26,149,150,156,78,41,90,0,0,126,4,233,69,325,8,59,3,0,94,7,74,0,16,28,49,10,1,0,0,0,4,6,47,41,5,0,11,0,47,3,20,93,13,110,79,0,6,1,3,0,30,142,5,43,1,594,49,20,164,32,0,13,10,97,35,122,56,269,33,153,1,42,16,1,0,30,19,10,0,17,96,10,0,33,1,19,27,116,1110,0,5,1,21,12,5,7,53
OTU_104,4,21,0,43,0,40,66,23,41,6,1,27,10,14,19,20,8,18,0,12,11,0,0,25,27,6,32,0,27,0,72,5,6,58,14,0,0,9,0,22,42,34,12,0,1,22,8,0,40,0,16,17,15,11,56,60,24,15,39,164,88,22,0,73,124,29,0,12,25,16,0,96,9,43,8,29,102,5,0,0,4,23,127,31,12,33,95,18,0,13,22,85,17,17,22,35,0,25,133,6,147,3,0,51,8,86,9
OTU_615,8,0,17,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,3,7,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,2,0,3,9,0,0
OTU_519,29,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
OTU_1006,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,13,0,1,4,0,0,1,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,5,5,4,2,1,0,2,0,0,2,0,0,1,0,0,6,0,0,2,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,2,0,0
OTU_252,7,19,3,1,5,13,9,3,4,3,3,1,8,13,1,25,5,2,1,6,13,5,2,88,1,2,7,0,48,7,0,2,6,22,2,7,0,5,0,8,3,0,0,0,0,15,2,0,0,0,0,6,0,0,25,26,39,48,21,3,0,0,10,41,0,15,0,0,1,2,0,0,8,16,24,9,4,5,0,0,1,0,0,0,8,2,2,3,0,0,14,2,1,0,17,3,1,0,0,0,6,8,26,11,4,0,5
OTU_174,48,9,6,1,252,6,50,0,87,2,13,17,4,7,29,39,72,12,2,19,9,19,3,225,2,77,4,0,2,4,8,0,0,20,10,6,0,0,3,0,0,0,0,21,1,0,1,0,0,26,0,47,2,63,16,0,3,3,3,1,2,42,2,13,6,101,14,5,32,12,1,3,15,6,2,1,16,5,22,11,5,8,20,0,0,18,9,3,0,1,27,0,0,5,8,15,3,45,2,0,1,9,1,1,73,0,1
OTU_22,26,16071,49,1,127,69,11,14,84,76,14,110,304,54,75,43,173,330,18,71,11,370,415,236,15,1,2,0,2460,62,150,106,17,123,20,1,3,266,0,1,7,21,28,533,0,114,3,1,16,16,2,96,4,243,79,350,15,85,202,147,351,135,14,110,0,635,217,85,46,50,0,137,5,117,48,854,85,626,810,144,32,3,1,1,86,18,9,42,0,35,23,14,59,21,96,34,1216,126,175,0,37,214,90,83,99,12,21
OTU_812,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,5,0,1,0,30,0,3,11,0,0,0,0,0,0,1,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,24,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
OTU_167,14,4,52,0,28,18,0,17,15,61,19,2,2,16,1,12,1,10,6,5,7,4,0,20,0,0,2,1,0,19,9,8,0,11,19,1,0,111,11,4,4,2,0,0,0,7,1,0,4,23,0,23,0,7,20,1,5,1,5,13,1,196,70,0,0,180,22,1,7,9,0,6,4,2,27,1,28,2,0,22,14,3,1,1,31,8,118,0,0,3,0,0,0,10,10,8,4,0,5,0,15,10,0,71,487,1,4
OTU_554,12,0,21,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,8,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,7,0,0
OTU_184,23,13,10,1,93,97,64,0,2,10,18,192,1,2,0,4,4,5,8,21,4,11,0,1,0,0,20,0,0,38,134,2,1,29,4,2,8,8,0,0,10,9,5,2,2,25,5,0,20,17,46,8,0,4,19,53,24,13,27,41,7,10,17,0,35,46,37,1,98,17,2,21,13,17,0,0,39,2,32,61,3,110,40,6,0,50,28,6,5,1,129,8,31,0,1,17,0,4,97,38,86,3,28,24,21,384,23
OTU_309,55,0,0,0,0,0,0,0,0,0,0,72,14,15,0,0,0,0,11,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,21,0,0,0,0,0,0,0,0,0,47,0,0,0,0,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,13,2,0,0,2,95,1,0,0
OTU_76,6,2,110,0,48,0,98,55,18,26,32,59,4,0,17,52,33,0,3,15,35,0,8,3,2,17,0,34,2,123,38,4,48,71,6,11,16,7,120,1,46,17,5,17,14,23,27,0,101,113,169,17,73,14,59,121,168,0,0,567,76,34,13,0,41,299,2,53,64,122,54,88,60,49,36,34,61,20,72,199,24,77,88,28,0,107,130,10,27,177,78,237,40,96,36,39,63,117,85,243,206,38,8,53,12,133,99
OTU_154,55,10,8,0,362,14,62,2,80,9,23,26,10,3,61,51,88,15,1,17,7,18,1,279,5,74,0,1,3,6,14,0,0,19,2,5,2,0,3,1,0,0,0,25,2,0,4,0,1,44,0,55,0,51,23,0,3,1,2,9,1,55,1,11,6,101,18,4,31,12,0,3,12,8,3,2,29,20,24,18,3,9,13,0,4,13,6,6,0,4,33,0,0,6,5,14,2,61,8,0,4,6,4,4,113,0,4
OTU_881,5,26,0,0,0,0,0,0,0,0,1,6,6,0,0,0,0,0,1,5,0,0,2,2,0,0,0,0,0,0,0,1,0,5,5,4,0,0,0,9,1,0,0,2,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_24,26,13626,37,3,108,59,9,10,77,84,11,121,266,39,80,52,168,318,18,79,6,344,461,234,10,3,1,0,2413,45,104,107,13,109,19,4,9,199,0,2,12,22,13,482,1,98,2,2,8,16,4,91,4,217,89,276,22,62,181,136,274,100,18,94,5,613,183,83,41,52,0,116,2,109,54,723,86,568,662,122,22,5,1,3,71,14,6,35,0,19,23,23,47,20,123,18,1103,89,212,1,27,200,52,57,67,14,14
OTU_1033,26,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,8,0,0,0,0,0,14,0,0,0,21,30,0,0,16,0,0,0,0,0,0,0,0,1,4,0,0,13,0,0,0,0,6,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,22,0,3,0,15,0,0,0
OTU_829,3,2,0,0,0,0,0,0,1,1,0,0,2,3,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,3,0,24,0,0,0,1,0,0,1,0,4,0,0,1,0,0,11,1,0,0,1,0,7,0,4,4,0,0,1,1,2,1,1,2,4,2,4,0,0,0,0,0,0,2,0,0,4,0,0,2,0,0,0,1,2,0,0,1,0,0,2,1,1,3,0,0
OTU_526,2,6,9,0,0,1,4,0,1,2,4,2,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,2,0,18,0,0,2,0,0,0,0,1,0,16,17,0,0,8,0,1,0,0,0,3,0,3,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,12,0,0,0,1,0,0,0,2,1,1,3
